rating,title,text,images,asin,parent_asin,user_id,review_date,helpful_vote,verified_purchase
5.0,One-of-a-kind performance,"I discovered this album in near pristine condition at a local thrift shop and it was love at first listen. I have been both an avid Paul Desmond and Modern Jazz Quartet for for decades. While members of the MJQ often were on other albums (both bassist Percy Heath and drummer Connie Kay were on Desmond-led albums), and Milt Jackson was prolific as a sideman with other groups they were a closed unit. Being invited to site in was a signal honor for Desmond, and that they were musically on the same page is evident when listening to this album.<br /><br />Sadly there are no sound samples on this page, although of you scour the web you will find some of the tracks from this album. Desmond's slow, dynamically soft playing is a perfect fit. I am especially impressed with John Lewis on piano and Jackson on vibraphone who seemed to be connected to Desmond on a one of those rare levels that we musicians experience. The rhythm section is absolutely perfect here. This is a major contrast to the Dave Brubeck Quartet rhythm section, which was Desmond's home for nearly twenty years.<br /><br />Also missing from this page is the track listing. I am including it and track times so you know what this album contains:<br />SIDE A<br />A1 Greensleeves 3:10<br />A2 You Go To My Head 7:56<br />A3 Blue Dove/La Paloma Azul 4:55<br />A4 Jesus Christ Superstar 4:54<br />SIDE B<br />B1 Here's That Rainy Day 4:50<br />B2 East Of The Sun 8:25<br />B3 Bags New Groove 5:10<br /><br />Think of this as the MJQ with a special guest (which, of course it is), because John Lewis holds the reins tightly on this live album. However, in this case he did not have to rein in Desmond who was so perfectly suited to the MJQ that one has to wonder why there is only a single collaboration between him and the entire quartet. This is definitely an album to own!",[],B0031H4NU2,B0031H4NU2,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-07-25 11:52:45,1,False
5.0,Decent sound quality for live radio broadcasts,"This album is parts of two separate radio broadcasts - one from the Basin Street East in NYC and the other from the Blue Note Club in Chicago.  The sound quality is surprisingly good considering all of the tracks are live and in a live setting. The announcements either add to the ambiance or wreck the album, depending on your point of view. For me I actually like them. You may have other thoughts, but at least you know that a lot of the broadcast has not been edited out.<br /><br />Since there is no track list at the time of this review I am providing one:<br />1.  Theme (The Duke) & Introduction<br />2.  Stardust<br />3.  Gone With The Wind<br />4.  Stompin' for Mili<br />5.  Out of Nowhere (Incomplete)<br />6.  A Minor Thing<br />7.  In Your Own Sweet Way<br />8.  The Trolley Song<br />9.  Introduction & The Duke<br />10. Love Walked In<br />11. Here Lies Love<br />12. All the Things You Are<br />13. Theme (The Duke) And Introduction<br />14. I'm In A Dancing Mood<br />15. The Song Is You<br /><br />Tracks 1 through 12 - the bulk of this album - are from the February 1956 engagement(s) at the Basin Street East. I am not sure of the date or dates and each discography I have checked does not provide exact details. The line-up is the one before the classic Wright/Morello rhythm section joined the quartet. This one has Dave Brubeck on piano, Paul Desmond on alto sax, Norman Bates on bass and Joe Dodge on drums.<br /><br />The last three tracks are from the March 1957 engagement at the Blue Note Club. Joe Morello had replaced Joe Dodge by the time these tracks were recorded and may, in fact, be the first recorded tracks with the Quartet featuring Joe Morello.<br /><br />Some of the tracks on this album are on other live compilations, but not all of them. Frankly this is not what I would consider an essential album, but it is definitely worth it if you are a fan.",[],B005B6UL5M,B005B6UL5M,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-07-25 10:51:10,1,False
5.0,OP circa 1950,"This album shares a lot with [[ASIN:B000CCB1PE Keyboard]] because it features Peterson in a duo with a bassist (two, in fact, with both Major Holley and Ray Brown swapping depending on the track). Also, some of the tracks for both albums were recorded during the same session.<br /><br />Since there is no track list at the time of this review I am providing what the CD contains:<br />1.  Debut 2:52<br />2.  They Didn't Believe Me 2:55<br />3.  Lover, Come Back to Me 2:51<br />4.  Where or When  3:27<br />5.  Three O'Clock in the Morning  3:39<br />6.  All the Things You Are  3:36<br />7.  Tenderly  3:46<br />8.  Oscar's Blues  3:14<br />9.  Little White Lies  3:09<br />10. In the Middle of a Kiss  3:13<br />11. Nameless  2:55<br />12. Two Sleepy People  3:18<br /><br />Total play time is a little over 40 minutes, which was long for 1950 when this album was recorded. Although there are no sound samples, each track sounds like Peterson solo with the underpinnings of bass. When I first listened I though he was solo and playing some remarkable stuff with his left hand. Given his prowess that is not a stretch, but on the first eight tracks the bass is Ray Brown and on the remaining four it's Major Holley. The Peterson/Brown tracks were recorded in NYC for the Clef label during March 1950. I was never able to track down specific dates, but it does place the session a year or so away from Peterson's first trio featuring Brown on bass and Herb Ellis on guitar. The last four tracks were recorded on May 8, 1950 in NYC during the same session that produced Keyboard mentioned above.<br /><br />The mastering on this CD is excellent and audiophile quality. If you are willing to go budget this album is also available in a budget-priced, ten disc set titled [[ASIN:B00KBZ74O4 Oscar Peterson & Friends]]. The sound quality of that one is good, but nowhere near the quality of this CD.",[],B00PBN414W,B00PBN414W,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-07-08 22:08:10,2,False
5.0,"Not essential, but a gem for Davis fans","I love this album mainly for the collaboration between Milt Jackson and Miles, but I have to give due credit to McLean's contributions too. Not only is his playing masterful, but Dr. Jackle and Minor March are his compositions. Ray Bryant contributed a composition as well: Changes. The remaining track is a Thad Jones composition that somehow got slipped into the track list.<br /><br />At the time of this review there is no track list on this product page, The album clocks in a scant 31 minutes with the following four tracks:<br />01 Dr. Jackle<br />02 Bitty Ditty<br />03 Minor March<br />04 Changes<br /><br />Ray Bryant is another reason why I love this album. I own a large number of his albums and his playing here does not disappoint. Credit is also due Percy Heath on bass and Art Taylor on drums, both of whom make definite contributions by staying under the music and supporting it. Taylor is one of my favorite drummers from that era simply because he could play any groove and do so unobtrusively. He manages the same here and is locked in with Heath to give the melody instruments a foundation.<br /><br />The album was recorded in a single session at Rudy van Gelder's Hackensack, NJ studio on August 5, 1955 and released the next year by Prestige as PRLP 7034. Some accounts of this session claim Miles' was disgusted with McLean for being high, but that is not evident in the playing.",[],B00KNZ0F3E,B00KNZ0F3E,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-07-07 13:55:56,1,False
4.0,Private recording with spotty sound and excellent music,"This album was recorded on January 24, 1980 for the Ornament label in Aachen, Germany (according to notes I researched it was in the home of Friedrich and Gabi Klemme.) The sound quality is a little on the muddy side and the snippets of 'crowd' noise that creep into the recording indicate that this was either a party or a private recital with possibly a dozen or more folks in attendance.<br /><br />The music is what counts and in my growing collection of Donegan recordings that is one thing that never disappoints. Here she is backed by George Linges on bass and Tony Mann on drums. While the title implies a slant towards Ellington, the only tribute to the Duke is the title track. Otherwise, it's a collection of mainly recognizable standards including two medleys that give Donegan room to show her amazing improvisational skills. She can do the seemingly impossible going from one song to the next, often quoting even more songs within the melody.<br /><br />Since there is no track list at the time of this review I am providing it:<br />1. Jumpin' at the Woodside<br />2. Medley: In the Mood/Mack the Knife<br />3. Medley: Sophisticated Lady/Dorothy's Themes<br />4. Smile<br />5. September in the Rain<br />6. Medley: Send in the Clowns/Jesse/You'll Never Walk Alone/If I Loved You/My way<br /><br />The album clocks in at 49:41, so there is a decent amount of music. I would not call this 'essential', but if you are a fan it's certainly worth grabbing. If you are a stickler for sound quality, though, you may want to pass this one up.",[],B000EMU4A0,B000EMU4A0,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-06-22 19:08:09,5,False
5.0,Comprehensive collection of Marmarosa's work,"Most of the tracks on this compilation were recorded in 1947 with Marmarosa as leader. The exception being is six tracks from a 1946 Lucky Thompson album called out below. Marmarosa is in excellent form on every track and if you are a pianist interested in this era of music (heavy bebop influence with his unique approach to the instrument) this set is a treasure trove.<br /><br />Sadly there are no sound samples on this page at the time of this review. Nor is there a track listing. I am going to provide the tracks and their sources, but they will be a little out of order because I am also going to include personnel, locations and other pertinent information to help you identify the context of each track. The album clocks in at a few seconds longer than an hour and eighteen minutes, so there is a lot of Mamarosa's recorded work here.<br /><br />The first ten track are from a Phoenix Jazz LP titled Dodo Marmarosa: Piano Man that was recorded in Los Angeles on July 16, 1947. Mamarosa is backed by Barney Kessel on guitar and Gene Englund on bass. Tracks are:<br />1. Dodo's Bounce<br />2. Opus #5<br />3. You Thrill Me<br />4. Compadoo<br />5. I'm In Love<br />6. Bopmatism<br />7. Lover Come Back To Me<br />8. Raindrops<br />9. Smoke Gets In Your Eyes<br />10. Escape<br /><br />Tracks 11 through 14 are from an Armed Forces Radio Service broadcast (11 and 12) and private recordings (13 and 14). 11 and 12 are from February 1946, and 13 and 14 were recorded on an unspecified date in 1947. All are solo and all were recorded in Los Angeles.<br />11. Deep Purple<br />12. Tea For Two<br />13. Tone Paintings I<br />14. Tone Paintings II<br /><br />Tracks 15 through 19 and alternate takes (tracks 26 through 30) are from a December 3, 1947 recording session for both the Spotlite and Dial labels in Los Angeles. Marmarosa is backed by Harry Babasin on cello and Jackie Mills on drums.<br />15. Bopmatism<br />16. Dodo's Dance<br />17. Trade Winds<br />18. Dary Departs<br />19. Cosmo Street<br /><br />26. Bopmatism<br />27. Dodo's Dance<br />28. Trade Winds<br />29. Dary Departs<br />30. Cosmo Street<br /><br />Tracks 20 through 25 are from a Lucky Thompson album recorded for the Down Beat label in Los Angeles on September 13, 1946. Thompson is the leader and tenor saxophonist backed by Marmarosa on piano, Red Callender on bass and Jackie Mills on drums.<br />20. Dodo's Bounce<br />21. Dodo's Lament<br />22. Slam's Mishap<br />23. Shuffle That Riff<br />24. Smooth Sailing<br />25. Commercial Eyes<br /><br />If you are studying Marmarosa the value of this set is obvious - especially since many of the source albums are now out-of-print.",[],B0007WPXS0,B0007WPXS0,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-06-06 19:15:41,2,False
5.0,If you love Red Norvo ...,"You will love Teddy Charles on vibraphone on this album. This was Charles' eighth album as a leader (he was 29 when this was recorded in a single session for Jubilee in NYC on May 29, 1957. It was released later that year under catalog number JGM 1047. It clocks in at 39:47, so it's not super short like so many albums from the era.<br /><br />This is laid back with virtually no vibrato and the same relaxed playing that characterizes Red Norvo. You could not ask for better accompaniment with Oscar Pettiford on bass and Hal Overton on piano. I personally love the fact there there is no drummer because each track showcases Charles, Pettiford and Overton and drums would have been an intrusion. If you are new to Charles, he was a Julliard trained percussionist who was equally skilled on piano, vibraphone and drums.<br /><br />There is no track listing on this page at the time of this review so I am providing it - all Ellington tunes as the title implies:<br />A1  Main Stem  4:45<br />A2  Do Nothing 'Til You Hear From Me  5:06<br />A3  Sophisticated Lady  9:36<br />B1  Don't Get Around Much Anymore  5:57<br />B2  Sherman Shuffle  7:07<br />B3  The Mooch  6:20<br /><br />Overall, the music flows languorously with each member of the trio participating and playing off one another. Make no mistake that Charles is the centerpiece, but he gives ample space to both Pettiford and Overton. Also important (to me) is there no real liberties taken with the melodies of each track. The Duke, I am sure, approved when this album was released.<br /><br />I found my copy in a thrift shop and even on a cheap turntable and fair-to-good condition vinyl this album has reasonable sound quality. A copy in VG to pristine condition played on a decent turntable will be a real treat.",[],B00B5I7QNU,B00B5I7QNU,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-05-26 16:26:12,1,False
5.0,Laid back and bluesy,"This is one of Garland's late 50s albums he cut for Prestige's Moodsville subsidiary. This album should not be confused with a similar titled one featuring Garland's trio and Eddie Lockjaw Davis titled, [[ASIN:B000000YK4 Moodsville, Volume 1]]. At the time of this review there is no track list. The album contains the following tracks, which clock in at 43:26:<br />A1  I Love You Yes I Do<br />A2  Blues For Ann<br />A3  I'll Never Stop Loving You<br />B1  And The Angels Sing<br />B2  Tain't Nobody's Business<br />B3  Bassment Blues<br /><br />Every track is basically a  ballad or slow tempo blues. Great for late evening background (or romantic) music. For me it is not an album I frequently play, although the tracks are in a few playlists on my MP3 player for when I want to wind down and chill.<br /><br />Unfortunately there are no sound samples (at the time of this review) to be found anywhere on Amazon, but you can find most of the tracks if you search the web. If you are familiar with Garland during the late 50s you probably have a good idea how this album will sound. This is especially true since he has Paul Chambers on bass and Art Taylor on drums backing him. The three of them were one of the tightest piano jazz trios from the era and their music here as on other albums has a definite swing and cohesiveness.<br /><br />This was recorded at Rudy van Gelder's Hackensack, NJ studio on November 21, 1958 and released in 1960. If you want to add some slower trio music to your collection this is a prime candidate.",[],B0014TBEJW,B0014TBEJW,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-05-23 15:50:31,3,False
5.0,McCann live in 64,"This is a live performance circa 1964 (I have been unable to nail down the exact date). The even is the After Hours Concert at the Esquire Theater in Los Angeles and is much wider than Just McCann. This concert (and to a degree album) has some historic significance because McCann introduces Monty Alexander whose debut album was recorded at the same concert - both for the Pacific Jazz label. Alexander 'borrowed' McCann's rhythm section that was comprised of Victor Gaskin on bass and Paul Humphrey on drums.<br /><br />Aside from the playing this album has wonderful ambiance from the crowd. I will say that if you dislike crowd noise and interaction you are NOT going to like this album. I thought it added to the listening pleasure, but have to admit that it's a bit much in spots. Otherwise the album has excellent sound quality.<br /><br />At the time of this review there are no sound samples or a track list on this page. There are entire tracks floating around on the web that are easy to search out, and the track list is:<br />A1  El Soulo  3:16<br />A2  Lavande  6:40<br />A3  Spanish Onions  8:50<br />B1  Get Them Grits  4:30<br />B2  I Am In Love  5:30<br />B3  Arabella  5:43<br />B4  Maxie's Farewell  5:15<br /><br />With the exception of Cole Porter's I Am In Love, the album contains all of McCann's own compositions.",[],B0040ZI120,B0040ZI120,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-03-11 17:46:21,6,False
5.0,The album that launched Monty,"Note: there are a few albums by this title, one of which is a compilation. I am reviewing the vinyl LP titled [[ASIN:B006LMZBD2 Alexander The Great]] that Alexander recorded for Pacific Jazz during the After Hours Concert at the Esquire Theater in Los Angeles. This is Alexander's debut album that established him as a 'contender' in 1964.<br /><br />At the time of this review there is no track listing or sound samples on this page. I can provide the tracks:<br />A1 John Brown's Body 5:30<br />A2 Jitterbug Waltz 3:59<br />A3 Comin' Home Baby 5:45<br />A4 If I Were A Bell 6:18<br />B1 The Grabber 5:30<br />B2 Autumn Leaves 5:59<br />B3 I've Never Been In Love Before 5:30<br />B4 Blues For Jilly 4:40<br /><br />Since this was live it explains how two of Alexander's compositions (The Grabber and Blues for Jilly) made it on the album. Normally new artists stick with standards, which do comprise the remaining tracks. From the start you can hear Les McCann's influence on Alexander (indeed, McCann also performed at the concert and introduced Alexander).<br /><br />The rhythm section is comprised of  Victor Gaskin on bass and Paul Humphrey on drums. They also backed McCann at the same concert and I am under the impression that Alexander was there as a guest. I cannot be sure, but I am surmising that given McCann's unmistakable influence on Alexander's playing that continues to this day that there were some behind the scenes machinations that got Alexander on this album. If you are inclined to track down McCann's album from the same concert it's titled Les McCann - Spanish Onions Pacific Jazz PJ-10097.<br /><br />Sound quality on this LP is excellent, even on my cheap USB turntable, and if you are an Alexander fan this is ground zero in his career.",[],B006LMZBD2,B006LMZBD2,AG3S4FROO422V5KP7DJCBXVUQLJQ,2015-03-11 16:37:57,1,False
5.0,Interesting arrangements,"I've owned a copy of this album for decades and am reviewing the music and not the media nor the price.<br /><br />What I love is the arrangements, which are totally different from any I have heard. For example, Green Dolphin Street (as originally composed) has an ABAB format. The rendition on this album does too,  but the A section almost seamlessly segues into the B section. Nearly every other arrangement I've heard (and played) has an abrupt transition between the two. The other tracks are similar in that Sample takes a lot of liberties with the melody line as well as the phrasing and arrangements.<br /><br />Another thing is on this album Sample is back on an acoustic piano. I loved his playing on his earlier albums like Lighthouse 62 and Freedom Sound, and to be honest had drifted away when he and the Crusaders went the fusion route in the late 1960s/early 1970s. So this album is a nice change in that respect.<br /><br />Of course the rhythm section makes a lot of difference and having Ray Brown on bass practically guarantees that there would be a swinging pulse. As a drummer who has long admired Shelly Manne I have a personal reason for loving this album.<br /><br />Sadly there are no sound samples on this page, but if you are diligent and do a web search you will be rewarded with some. From those you can get a better picture of what I mean by arrangements being unique.<br /><br />This album was recorded in Los Angeles on November 28, 1975 for the Japanese label East Wind. Although the recording was done at the Warner Brothers Studios the production team was Japanese. The sound quality is superb. One final note: this product page at the time of this review does not contain a track listing. Here it is:<br />A1  Yearnin'  5:04<br />A2  On Green Dolphin Street 5:17<br />A3  Satin Doll 5:38<br />B1  Manha Do Carnaval  5:59<br />B2  Round About Midnight 4:34<br />B3  Funky Blues 5:10<br />Total play time is 29:53.",[],B002RH0ND8,B002RH0ND8,AG3S4FROO422V5KP7DJCBXVUQLJQ,2014-09-29 20:33:13,0,False
5.0,"Not all of the Trio sessions, but all are early LaFaro","This album is really a double album set that is  [[ASIN:B003OFC2SG SINGS WITH THE PAT MORAN TRIO]] with the trio comprised of Patti Moran [McCoy] on piano, Scott LaFaro on bass and Gene Gammage on drums backing Beverly Kelly on vocals, and [[ASIN:B004FBEQN2 This is Pat Moran]] featuring just the trio. Both albums are listed in various discographies as being recorded in December 1957, although the trio-only one is claimed by Moran-McCoy to have been recorded a year later. Not disputed is both were recorded in New York.<br /><br />Here are some discrepancies that make these an incomplete collection of the trio recordings: Track 20 does not show up in discographies, including the one dedicated to these two albums that span pages 262 through 264 in Lafaro's biography written by his sister: [[ASIN:1574412736 Jade Visions: The Life and Music of Scott LaFaro]]. Also missing from this album are Spring is Here and This Love of Mine, both of which are from the Kelly album, and Stella by Starlight, When Your Lover Has Gone and Farewells from the Trio album.<br /><br />Despite the fact that this does not contain all the tracks from the trio sessions, it does contain a record of LaFaro's genius even at 21. That alone merits five stars in my opinion in spite of some missing tracks.<br /><br />All discographies that I have checked, including LaFaro's biography cited above confirm that LaFaro was, in fact, the bassist and Gammage the drummer on all tracks.<br /><br />Sadly there are no sound samples here, nor on the Kelly album page, but there are on the Trio page, which will give you a good idea of the music on this album. If you are a bassist, jazz historian or musicologist, or a LaFaro fan this album is a treasure despite the discrepancies.",[],B000VPP00O,B000VPP00O,AG3S4FROO422V5KP7DJCBXVUQLJQ,2013-12-18 14:39:51,0,False
4.0,"Not exactly Hollywood, but a high energy jam session in nearby Inglewood","This album was recorded mere weeks after Chet Baker and Bird were 'home recorded' at the same venue. Like that album - [[ASIN:B005MVLS94 Bird & Chet: Live at the Trade Winds, 1952]], the sound quality on this one is not spectacular, but the music is. In fact some of the same musicians from the earlier session are on this one.<br /><br />Sadly there are no sound samples on this page at the time of this review. In a nutshell, this is mainly a horn-centric session with a young Chet Baker playing a lot more aggressively than he would on subsequent albums. There are two tracks where the ensemble downshifts and gives Al Haig a lot of room and places him in the front line: I'll Remember April and Sweet Georgia Brown.<br /><br />Here are the tracks:<br />1. There'll Never Be Another You<br />2. Bernie's Tune<br />3. My Old Flame<br />4. Avalon<br />5. I'll Remember April<br />6. How High The Moon<br />7. Sweet Georgia Brown<br /><br />If you love energetic music this is a great album. It was recorded live at the Trade Winds Club in Inglewood (a Los Angeles suburb) on August 4, 1952 and features the following line-up:<br /><br />Chet Baker on trumpet with Ted Ottison on trumpet on tracks 5 and 7, Sonny Criss on alto on tracks 1, 3 and 7, Jack Montrose on tenor sax on tracks 1, 4 and 7, Les Thompson on harmonica on track 4, and a rhythm section comprised of Al Haig on piano, Dave Bryant on bass and Larry Bunker on drums.",[],B000GEW86E,B000GEW86E,AG3S4FROO422V5KP7DJCBXVUQLJQ,2013-10-19 10:58:03,4,False
5.0,Exccellent collection of Mann mid-to-late 1950s,"Nearly every track in this compilation is excellent, although there is a handful that are marginal to my ears. I do not view that as a show-stopper, but if you are an audiophile you may want to spend the money and purchased each album in vinyl.<br /><br />Since there is no track list on this page at the time of this review I will include the tracks here. Also, I will list the original album titles, but in some cases will link to albums that have identical tracks but a lightly different title. More than a few reissues came out with slightly different titles. Also, I am not going to provide detailed information on each album because it would greatly clutter this page.  Here is what is on the four discs that are in this set:<br />==========<br />DISC ONE<br />==========<br />The first 11 tracks is the album titled [[ASIN:B00D0Z7HE4 The Herbie Mann - Sam Most Quintet]] and the remaining tracks is the album titled [[ASIN:B00006J3ZW Flute Flight]]:<br />01. Fascinating Rhythm<br />02. Why Do I Love You?<br />03. It's Only Sunshine<br />04. Love Letters<br />05. Let's Get Away from It All<br />06. Flying Home<br />07. I'll Remember April<br />08. Empathy<br />09. It Might as Well Be Spring<br />10. Just One of Those Things<br />11. Seven Comes Eleven<br />12. Tutti Flutie<br />13. Bo Do<br />14. Flute Bass Blues<br />15. Flute Bob<br />16. Solacium<br />==========<br />DISC TWO<br />==========<br />The first 8 tracks is the album titled [[ASIN:B000QZRMCI Flute Fraternity with Herbie Mann and Buddy Collette]] and the remaining tracks is the album originally titled Sultry Serenade, but is now issued as [[ASIN:B0055WHK92 Let Me Tell You]].<br />01. Herbie's Buddy<br />02. Perdido<br />03. Bangles and Beads Baubles<br />04. Give a Little Whistle<br />05. Here's Pete<br />06. Theme from 'Theme From'<br />07. Nancy with the Laughing Face<br />08. Morning After<br />09. Let Me Tell You<br />10. When the Sun Comes Out<br />11. Professor<br />12. Lazy Bones<br />13. Sultry Serenade<br />14. Little Man You've Had a Busy Day<br />15. One Morning In May<br />16. Swing Til the Girls Come Home<br />==========<br />DISC THREE<br />==========<br />The first four tracks are from the album titled Flute Souffle, but are now found on the same Let Me Tell you album cited for the previous disc. The remaining tracks on this disc are the album titled [[ASIN:B002G6ESH2 Yardbird Suite]].<br />01. Tel Aviv<br />02. Somewhere Else<br />03. Let's March<br />04. Chasin' the Bird<br />05. Yardbird Suite<br />06. Here's That Man<br />07. One for Tubby<br />08. Squire's Parlor<br />09. Who Knew<br />10. Opicana<br />==========<br />DISC FOUR<br />==========<br />The first six tracks are the album titled [[ASIN:B000000Z2L Just Wailin]] and the remaining tracks are the album titled [[ASIN:B000W178WA Flautista! Herbie Mann Plays Afro-Cuban Jazz]]. Note, that album contains bonus tracks that are not on this one.<br />01. Minor Groove<br />02. Gospel Truth<br />03. Blue Echoes<br />04. Trinidad<br />05. Jumpin' with Symphony Sid<br />06. Blue Dip<br />07. Todos Loco's<br />08. Cuban Potato Chip<br />09. Come On Mule<br />10. The Amazon River<br />11. Caravan<br /><br />Note that this is identical to an MP3 album that contains all 53 tracks in the same order, so if you want immediate gratification check it out: [[ASIN:B00EE7SQ7O The Jazz Collection Volume One]]. Even if you opt for physical discs visit that page and listen to the sound samples for an idea of both the sound quality and the music.<br /><br />Overall this is a great collection of Herbie's work at the height of his pure jazz period. He would continue to grow and experiment musically - sometimes in ways that lost him fans - but if you like the earlier period this set is golden.",[],B00C9RCUSC,B00C9RCUSC,AG3S4FROO422V5KP7DJCBXVUQLJQ,2013-09-04 16:56:51,0,False
5.0,First album veering towards pop,"Note that this album is out of print, but is part of a value-priced set titled [[ASIN:B00CSFXQZ6 8 Classic Albums]] as the first ten tracks on Disc Four.<br /><br />This 1962 album contains tracks that clearly show Lewis' strategy to move from a jazz piano trio format to more popular music (perhaps in response to Ray Charles' success in crossing over from R&B to pop.) The first five tracks on the album have a string section backing the trio.<br /><br />While the first five tracks comprising Side A is a foray into pop, Side B is still heavily rooted in jazz. The album has a consistent theme - Spring - and Lewis contributed three compositions to reinforce that theme. He wrote A1, A3 and B1, and B5 was written by bassist Eldee Young.  Since there is no track list at the time of this review here are the tracks on the album:<br /><br />SIDE A<br />A1  Sound Of Spring 2:30<br />A2  Spring Can Really Hang You Up The Most 4:25<br />A3  Blue Spring 3:00<br />A4  Spring Is Here 4:22<br />A5  Spring Will Be A Little Late This Year 2:43<br /><br />SIDE B<br />B1  Spring Fever  2:35<br />B2  It Might As Well Be Spring 3:52<br />B3  Soft Winds 3:10<br />B4  There'll Be Another Spring 2:30<br />B5  Truly, Truly Spring 3:27<br /><br />The trio is comprised of Ramsey Lewis on piano, Eldee Young on bass and Red Holt on drums. The album was recorded for Argo at the United Recordings Studio in Los Angeles on February 14 and 15, 1962 and released later that year. Interestingly Ruth Brown (credited as the single artist who made Atlantic Records a name) and Leonard Chess of Chess records have producer credits.",[],B001MPYMSI,B001MPYMSI,AG3S4FROO422V5KP7DJCBXVUQLJQ,2013-09-02 14:02:01,0,False
5.0,Eight great albums from 1955-59,"First: this is identical to an MP3 album that contains all 53 tracks in the same order, so if you want immediate gratification check it out: [[ASIN:B00EE7SQ7O The Jazz Collection Volume One]]. Even if you opt for physical discs visit that page and listen to the sound samples for an idea of both the sound quality and the music.<br /><br />Nearly every track in this compilation is excellent, although there is a handful that are marginal to my ears. I do not view that as a show-stopper, but if you are an audiophile you may want to spend the money and purchased each album in vinyl.<br /><br />Since there is no track list on this page at the time of this review I will include the tracks here. Also, I will list the original album titles, but in some cases will link to albums that have identical tracks but a lightly different title. More than a few reissues came out with slightly different titles. Also, I am not going to provide detailed information on each album because it would greatly clutter this page. See my review for the MP3 version of this set for that info.<br /><br />Here is what is on the four discs that are in this set:<br />==========<br />DISC ONE<br />==========<br />The first 11 tracks is the album titled [[ASIN:B00D0Z7HE4 The Herbie Mann - Sam Most Quintet]] and the remaining tracks is the album titled [[ASIN:B00006J3ZW Flute Flight]]:<br />01. Fascinating Rhythm<br />02. Why Do I Love You?<br />03. It's Only Sunshine<br />04. Love Letters<br />05. Let's Get Away from It All<br />06. Flying Home<br />07. I'll Remember April<br />08. Empathy<br />09. It Might as Well Be Spring<br />10. Just One of Those Things<br />11. Seven Comes Eleven<br />12. Tutti Flutie<br />13. Bo Do<br />14. Flute Bass Blues<br />15. Flute Bob<br />16. Solacium<br />==========<br />DISC TWO<br />==========<br />The first 8 tracks is the album titled [[ASIN:B000QZRMCI Flute Fraternity with Herbie Mann and Buddy Collette]] and the remaining tracks is the album originally titled Sultry Serenade, but is now issued as [[ASIN:B0055WHK92 Let Me Tell You]].<br />01. Herbie's Buddy<br />02. Perdido<br />03. Bangles and Beads Baubles<br />04. Give a Little Whistle<br />05. Here's Pete<br />06. Theme from 'Theme From'<br />07. Nancy with the Laughing Face<br />08. Morning After<br />09. Let Me Tell You<br />10. When the Sun Comes Out<br />11. Professor<br />12. Lazy Bones<br />13. Sultry Serenade<br />14. Little Man You've Had a Busy Day<br />15. One Morning In May<br />16. Swing Til the Girls Come Home<br />==========<br />DISC THREE<br />==========<br />The first four tracks are from the album titled Flute Souffle, but are now found on the same Let Me Tell you album cited for the previous disc. The remaining tracks on this disc are the album titled [[ASIN:B002G6ESH2 Yardbird Suite]].<br />01. Tel Aviv<br />02. Somewhere Else<br />03. Let's March<br />04. Chasin' the Bird<br />05. Yardbird Suite<br />06. Here's That Man<br />07. One for Tubby<br />08. Squire's Parlor<br />09. Who Knew<br />10. Opicana<br />==========<br />DISC FOUR<br />==========<br />The first six tracks are the album titled [[ASIN:B000000Z2L Just Wailin]] and the remaining tracks are the album titled [[ASIN:B000W178WA Flautista! Herbie Mann Plays Afro-Cuban Jazz]]. Note, that album contains bonus tracks that are not on this one.<br />01. Minor Groove<br />02. Gospel Truth<br />03. Blue Echoes<br />04. Trinidad<br />05. Jumpin' with Symphony Sid<br />06. Blue Dip<br />07. Todos Loco's<br />08. Cuban Potato Chip<br />09. Come On Mule<br />10. The Amazon River<br />11. Caravan<br /><br />Overall this is a great collection of Herbie's work at the height of his pure jazz period. He would continue to grow and experiment musically - sometimes in ways that lost him fans - but if you like the earlier period this set is golden.",[],B006TX2672,B006TX2672,AG3S4FROO422V5KP7DJCBXVUQLJQ,2013-09-01 13:37:04,7,False
