main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together
Digital Music,Chopin 24 Preludes Op. 28 Prelude in C-sharp Minor Op. 45,5.0,2,[],['cd with 26 tracks'],9.99,"[{'thumb': 'https://m.media-amazon.com/images/I/412O7jwqQZL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/412O7jwqQZL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81g2dNsMbmL._SL1500_.jpg'}]",[],Walter Klein  (Author)    Format: Audio CD,[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Date First Available': 'October 29, 2009'}",B002UT90ZK,
Digital Music,Spirit of the 60's (New Studio Recordings By the Original Artists),4.0,2,[],[],16.5,"[{'thumb': 'https://m.media-amazon.com/images/I/51jBPeb0sjL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51jBPeb0sjL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91fJHw4uKvL._SL1500_.jpg'}]",[],Format: Audio CD,[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.88 Ounces', 'Date First Available': 'June 6, 2012'}",B0089AZVSY,
Digital Music,25 Greatest Hits,4.2,25,[],['25 TRACKS'],,"[{'thumb': 'https://m.media-amazon.com/images/I/51jfzaio+OL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51jfzaio+OL.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/5198cCFSqOL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/5198cCFSqOL.jpg', 'variant': 'PT01', 'hi_res': None}]",[],Carl Carlton  (Artist)    Format: Audio CD,[],"{'Manufacturer': 'Black Tulip', 'Date First Available': 'March 18, 2005', 'Label': 'Black Tulip', 'Number of discs': '1'}",B00081YRJG,
Digital Music,Sir Thomas,4.0,1,[],['vinyl album'],203.0,"[{'thumb': 'https://m.media-amazon.com/images/I/41BzjKMyXSL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41BzjKMyXSL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91wDmqTaj0L._SL1500_.jpg'}]",[],"Royal Philharmonic Orchestra, Sir Thomas Beecham  (Performer)",[],"{'Manufacturer': 'Columbia-uel', 'Date First Available': 'January 19, 2018', 'Label': 'Columbia-uel'}",B07953GPNS,
Digital Music,"HAPPY BIRTHDAY IT'S PARTY TIME with the Crickentone Chorus, Orchestra and Playhour Players",5.0,1,[],[],9.99,"[{'thumb': 'https://m.media-amazon.com/images/I/219j3pAru9L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/219j3pAru9L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/31t2Xj6pXEL._SL1080_.jpg'}]",[],None,[],"{'Date First Available': 'June 1, 2011'}",B0053TD28U,
Digital Music,"Ryszard Rynkowski & Renata Dabkowska - Polskie Koledy, Christmas Carols in Polish",4.0,5,[],[],42.92,"[{'thumb': 'https://m.media-amazon.com/images/I/51rgOtMYDuL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51rgOtMYDuL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91z24OZESYL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51v1rf5dnuL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51v1rf5dnuL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81uAILNCOmL._SL1500_.jpg'}]",[],"Ryszard Rynkowski  (Artist),     Renata Dqbkowska  (Artist)    Format: Audio CD",[],"{'Package Dimensions': '5.6 x 5 x 0.3 inches; 3.21 Ounces', 'Date First Available': 'September 2, 2011'}",B007XHW77C,
Digital Music,The Beatles - THE ESHER DEMOS - Audio Cd MLPS [Mini Long Play Sleeve] Japanese Mini-LP Replica Audio CD OBI,4.8,35,[],['...'],,"[{'thumb': 'https://m.media-amazon.com/images/I/51m9o+GPrzL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51m9o+GPrzL.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51Ok+7Cz0BL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Ok+7Cz0BL.jpg', 'variant': 'PT01', 'hi_res': None}]",[],The Beatles  (Composer)    Format: Audio CD,[],"{'Package Dimensions': '3 x 3 x 0.1 inches', 'Date First Available': 'May 6, 2012'}",B0080U5CFA,
Digital Music,"Boston, Picture Disc Vinyl 1976 Epic E99 34188",4.8,6,[],[],49.0,"[{'thumb': 'https://m.media-amazon.com/images/I/51AmaM6l4tL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51AmaM6l4tL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91KbcG1zYfL._SL1500_.jpg'}]",[],None,[],"{'Package Dimensions': '12 x 12 x 0.2 inches', 'Date First Available': 'September 28, 2012'}",B0097F17CE,
Digital Music,Verdi: Requiem / Quattro Pezzi Sacri Four Sacred Pieces,4.6,52,[],"['Amazon.com', ""This religious masterpiece, composed in memory of the great Italian novelist Alessandro Manzoni (1785-1873), has themes even more cosmic than any in Verdi's other operas: life and death, heaven and hell, the Christian vision of humanity's redemption, the end of the world, and the last judgment. Verdi's music rises to the tremendous demands of this subject matter; it is music of grandeur, guilt, terror, and consolation, with a breadth of vision and an intensity of feeling unique in the composer's work and in religious music. John Eliot Gardiner's is the first recording made with period instruments, a kind of performance that some musiclovers still dismiss as dilettantism, more concerned with musicological correctness than feeling and communication. Gardiner's powerful performance blows such objections away, and this recording takes a rightful place alongside the best modern instrument versions."", '--Joe McLellan']",24.98,"[{'thumb': 'https://m.media-amazon.com/images/I/51onKEi3O8L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51onKEi3O8L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71pnje9RDTL._SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/519+gJi4LlL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/519+gJi4LlL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/81q7zwuN3+L._SL1280_.jpg'}]",[],"Verdi, G  (Performer),     Various Artists  (Contributor),     Verdi / Gardiner / Monteverdi Choir  (Contributor),     Orgonasova/Von Otter/Canonici  (Contributor),     Gardiner/Revolutionnaire Et Ro  (Contributor)    &                   2                  more   Format: Audio CD",[],"{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.59 x 5.04 x 0.94 inches; 6.7 Ounces', 'Manufacturer': 'Philips', 'Item model number': '28944214222', 'Original Release Date': '1995', 'SPARS Code': 'DDD', 'Date First Available': 'July 27, 2006', 'Label': 'Philips', 'Number of discs': '2'}",B00000418W,
Digital Music,HISTORIA MUSICAL,4.1,3,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/31WCQqUjV0L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31WCQqUjV0L.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],ISMAEL RIVERA  (Artist)    Format: Audio CD,[],"{'Date First Available': 'February 27, 2009'}",B00126J8SG,
Digital Music,Thinking of You,4.9,19,[],[],10.77,"[{'thumb': 'https://m.media-amazon.com/images/I/51L7gJJy6jL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51L7gJJy6jL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91OJtRIWAwL._SL1500_.jpg'}]",[],Jackie Gleason and His Orchestra  (Artist)    Format: Unknown Binding,[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Manufacturer': 'cema', 'Date First Available': 'January 9, 2007', 'Label': 'cema', 'Number of discs': '1'}",B000MK2Z5Q,
Digital Music,WayV 3 GIFT Take Over The Moon Album+Folded Poster Group Extra Photocard+MAFF Aerosilver Premium Mask,4.8,43,[],"['■ Release Date : 2019.11.22', '■ CD + 124p Photobook + Photocard (Random 1 out of 7) + Circle Card (Random 1 out of 7)', '■ Comes with 1 Official Folded Poster(Group ver.)', '■ Comes with Extra Photocard and 1 MAFF Aerosilver Premium 3D Mask', '■ Ships from Korea, Republic of', '■ 100% Original Brand New Item', '■ Will be Count Towards Hanteo and Gaon Chart']",32.9,"[{'thumb': 'https://m.media-amazon.com/images/I/41rjm0J+syL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41rjm0J+syL.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41HSvihSbTL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41HSvihSbTL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61OEZLcFSgL._SL1280_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/413jEoQ5QvL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/413jEoQ5QvL.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41DNZ+LJmvL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41DNZ+LJmvL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61Y71UZ5xYL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41RX8wgeMKL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41RX8wgeMKL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/61lifQf8m6L._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41TdfXaffoL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41TdfXaffoL.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/81CN-jkKXkL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41iCR3VbfGL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41iCR3VbfGL.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/618BTw3FhBL._SL1000_.jpg'}]","[{'title': 'Great album, and quick delivery', 'url': 'https://www.amazon.com/vdp/0a9f2240410b4d51bfdf101528e596f6?ref=dp_vse_rvc_0', 'user_id': 'AEJKOWYNU2IE7FDAKF2ZUVAFYFCQ'}]",Wayv  (Artist)    Format: Audio CD,[],"{'Package Dimensions': '9.53 x 6.46 x 1.22 inches; 1.16 Pounds', 'Manufacturer': 'Wayv', 'Date First Available': 'January 15, 2020', 'Label': 'Wayv'}",B083WSRV3C,
Digital Music,Días de Sol,5.0,1,[],"['“The music on this disc is haunting, dream-like, floating, unsettling yet somewhat calm. This duo works well together, slowly weaving their lines into an unpredictable tapestry. At times they start heading to the outer regions yet always seems to end up in a familiar raft drifting together. "". - Bruce Lee Gallanter, DMG, NYC']",,"[{'thumb': 'https://m.media-amazon.com/images/I/511twjbkVDL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/511twjbkVDL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],"Angelica Sanchez  (Composer, Artist),     Omar Tamez  (Composer, Artist)    Format: Audio CD",[],"{'Date First Available': 'August 25, 2014'}",B00N0ECFRE,
Digital Music,Funk Volume 2 The Original Masters,4.7,19,[],['Awesome Funk Mix!'],3.3,"[{'thumb': 'https://m.media-amazon.com/images/I/518IAAEsSKS._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/518IAAEsSKS.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91FlzfvUM1S._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51KYxrAAj+L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51KYxrAAj+L.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/914vJRPoZnL._SL1500_.jpg'}]",[],"Wild Cherry  (Artist),     Kool and the Gang  (Artist),     Hot Chocolate  (Artist),     Ohio Players  (Artist),     Average White Band  (Artist),     Rick James  (Artist),     Rose Royce  (Artist),     Carl Carlton  (Artist),     James Brown  (Artist),     Parliament  (Artist)    &                   6                  more   Format: Audio CD",[],"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.5 x 4.9 x 0.4 inches; 1 Pounds', 'Date First Available': 'February 23, 2005'}",B0007VSAUO,
Digital Music,Beethoven: Symphony No. 7 / Symphony No. 2,4.0,1,[],['Symphony No. 7: 1. Pocco sostenuto=vivace 2. Allegretto 3. Presto-Assai meno presto. 4. Allegor con brio. Symphony No. 2: 5. Adagio molto-Allegro con brio 6. Larghetto 7. Scherzo 8. Allegor molto.'],16.5,"[{'thumb': 'https://m.media-amazon.com/images/I/31wp8s0pYwL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31wp8s0pYwL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],"Ludwig Van Beethoven  (Composer),     Herbert Kegel  (Conductor),     Dresden Philharmonic  (Orchestra)    &                   0                  more   Format: Audio CD",[],"{'Package Dimensions': '5 x 5 x 0.3 inches; 6.4 Ounces', 'Manufacturer': 'Capricco', 'Date First Available': 'February 20, 2010', 'Label': 'Capricco', 'Number of discs': '1'}",B0036ZXPBC,
Digital Music,Battle Born (Lib)(CD),4.4,1302,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/51YRAY1EXFL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51YRAY1EXFL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Dale Brown   Format: Audio CD,[],"{'Package Dimensions': '6.93 x 6.22 x 1.73 inches; 15.2 Ounces', 'Manufacturer': 'Books On Tape', 'Date First Available': 'July 20, 2009', 'Label': 'Books On Tape'}",1415918228,
Digital Music,Ewig mit Dir mit Florian Silbereisen Duett,4.7,303,[],[],29.6,"[{'thumb': 'https://m.media-amazon.com/images/I/41Bn40ySMyL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Bn40ySMyL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61WHNoqU7DL._SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41EGJHkE8uL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41EGJHkE8uL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/61Jb8OqU0pL._SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/61PIFPz93ML._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61PIFPz93ML.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/A1qenJT7bDL._SL1500_.jpg'}]",[],Thomas Anders   Format: Audio CD,[],"{'Product Dimensions': '0.39 x 4.92 x 5.59 inches; 3.39 Ounces', 'Manufacturer': 'WMI', 'Item model number': '970161', 'Date First Available': 'October 22, 2018', 'Label': 'WMI', 'Number of discs': '1'}",B07DKMRM5L,
Digital Music,Afternoon in the Garden by ELVIS PRESLEY (1997-03-25),4.8,190,[],[],11.81,"[{'thumb': 'https://m.media-amazon.com/images/I/515yy1Q07vL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/515yy1Q07vL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Elvis Presley   Format: Audio CD,[],"{'Package Dimensions': '5.55 x 4.92 x 0.43 inches; 3.46 Ounces', 'Date First Available': 'August 9, 2017'}",B01KAPLOJ0,
Digital Music,Interludes: Babbling Brook,4.2,12,[],[],13.64,"[{'thumb': 'https://m.media-amazon.com/images/I/61CyVcxaeKL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61CyVcxaeKL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81mIiGP+iqL._SL1416_.jpg'}]",[],"Steven Gruskin  (Composer),     Vinnie Della-Rocca  (Artist)    Format: Audio CD",[],"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.5 x 4.9 x 0.4 inches; 1 Pounds', 'Manufacturer': 'Great American Audio', 'Date First Available': 'December 4, 2004', 'Label': 'Great American Audio'}",B0006VCFC4,
Digital Music,Those Fabulous '50s,4.8,6,[],"[""This is a 2 disc set of original songs and their artists during the 1950's era. There is a total of 43 original recordins. Product info has a list of all 43 songs and their artists.""]",49.93,"[{'thumb': 'https://m.media-amazon.com/images/I/61AC8-WfqNL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61AC8-WfqNL.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51+VdbKqR8L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51+VdbKqR8L.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51vqdo9OGUL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51vqdo9OGUL.jpg', 'variant': 'PT02', 'hi_res': None}]",[],"Jimmie Rodgers, The Fleetwoods,Billy Williams,McGuire Sisters, Jime Lowe, Kitty Kallen, Four Aces, Fatas Domino, Debbie Reynolds and many, many more original artists.  (Author)    Format: Audio CD",[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Manufacturer': 'Sessions / RCA / BMG', 'Date First Available': 'April 17, 2007', 'Label': 'Sessions / RCA / BMG', 'Number of discs': '2'}",B000PHPS4G,
Digital Music,In a Cottage Garden: The Piano Artistry of Dan Troxell,4.0,5,[],['.'],,"[{'thumb': 'https://m.media-amazon.com/images/I/61xR93GPnSL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61xR93GPnSL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A1EmFDMMkpL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51KMzDps04L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51KMzDps04L.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/A1vcm2tSGYL._SL1500_.jpg'}]",[],Dan Troxell  (Artist)    Format: Audio CD,[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Date First Available': 'January 18, 2009', 'Number of discs': '1'}",B001PZOCLC,
Digital Music,"Aandhi,Dastak & Mausam",5.0,1,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/61Lkn0Ve8IL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61Lkn0Ve8IL.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51IR2q2LCVL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51IR2q2LCVL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71nqzQnsn0L._SL1079_.jpg'}]",[],Format: Audio CD,[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Date First Available': 'October 11, 2013'}",B004GSDGV2,
Digital Music,Good Times,4.7,5,[],"[""1. Good Times 2. You'll Come 3. My Life 4. Morning Sun 5. Loving Girl 6. Beggin' 7. This America 8. Nashville Rebel 9. Ball Of Confusion 10. Mississippi Delta 11. I Won't Be Lonely Long 12. Come My Way 13. Get It On (Bonus) 14. The Jury And The Judge (Bonus) 15. I Am Hanging On To Love (Bonus) 16. Body And Soul (Bonus) 17. Angel (Bonus)""]",,"[{'thumb': 'https://m.media-amazon.com/images/I/61deZhMgwOL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61deZhMgwOL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Shocking Blue   Format: Audio CD,[],"{'Manufacturer': 'Recordsmen', 'Date First Available': 'November 22, 2012', 'Label': 'Recordsmen', 'Number of discs': '1'}",B00AB7OF8U,
Digital Music,Best of,4.0,1,[],[],29.98,"[{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._SS40_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL.gif', 'variant': 'MAIN', 'hi_res': None}]",[],Jimi Hendrix   Format: Audio CD,[],"{'Manufacturer': 'MUSICRAMA/KOCH', 'Date First Available': 'December 4, 2011', 'Label': 'MUSICRAMA/KOCH'}",B00005Y7Q7,
Digital Music,Sweet Soul of the '70s,4.6,32,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/41SqUIfYkBL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41SqUIfYkBL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Various Artists  (Artist)    Format: Audio CD,[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Manufacturer': 'Time Life', 'Date First Available': 'September 25, 2009', 'Label': 'Time Life', 'Number of discs': '11'}",B002QGAV78,
Digital Music,"Spirit Of Woodstock Mercedes Benz, Brown Eyed Girl, Catch The Wind, In-A-Gadda-Da-Vida",4.5,12,[],[],9.83,"[{'thumb': 'https://m.media-amazon.com/images/I/61qUnfXjP6L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61qUnfXjP6L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81-K76ihpqL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/512goh7k-SL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/512goh7k-SL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/81RNBYaBc7L._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/61A+HXBbtPL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61A+HXBbtPL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/910bnpzRSvL._SL1500_.jpg'}]",[],Janis Joplin With Big Brother And The Holding Company;Jefferson Airplane;Iron Butterfly;Santana;Blood Sweat & Tears;Joe Cocker;Fleetwood Mac;James Taylor  (Artist)    Format: Audio CD,[],"{'Package Dimensions': '5.59 x 4.92 x 0.28 inches; 3.17 Ounces', 'Manufacturer': 'Black Line Collection (Power Station Music)', 'Date First Available': 'September 10, 2018', 'Label': 'Black Line Collection (Power Station Music)', 'Number of discs': '2'}",B07FGT8J1B,
Digital Music,At The Arena,3.9,104,[],"['SUPERB 1985 BROADCAST RECORDING FROM THE FIRM With Jimmy Page and Paul Rodgers Formed in 1984 by singer Paul Rodgers, guitarist Jimmy Page, drummer Chris Slade and bass player Tony Franklin, The Firm were among the most successful and popular rock supergroups of all time. As Paul Rodgers remembers; ""Jimmy was at a bit of a loose end. He\'d come round and check out my home studio and we ended up writing songs, but without any definite plans. Jimmy was very keen to get back on the road, so we put a band together The first thing I knew was that he had to be writing songs again. I\'d already seen one of my friends going down that road in Koss, and it wasn\'t going to happen again."" During their tenure, The Firm released two studio albums; their eponymous debut in 1985, and Mean Business in 86. The band played a few dates in the UK at the end of 1984, and toured the US in both 1985 and 1986. One of the finest gigs the Firm performed however was at London s Wembley Arena on 22nd May 1985, when they played a quite astonishing set which was recorded for live FM Radio Broadcast across the UK and the US, and which remains a formidable example of mid-1980s British rock music at its very best. Previously unreleased, this entire recording is now available for the first time on this new 2 CD Set. DISC 1 1. Closer 4:00 2. City Sirens 4:43 3. Make Or Break 5:16 4. The Morning After 5:10 5. Together 4:26 6. Cadillac 5:49 7. Prelude 2:44 8. Money Can\'t Buy 4:53 9. Satisfaction Guaranteed 4:26 10. Radioactive 4:25 11. Live In Peace 6:18 12. Midnight Moonlight 12:07 DISC 2 1. You\'ve Lost That Loving Feeling 5:05 2. Bass Solo 5:05 3. The Chase 4:28 4. Guitar Solo 9:37 5. Drum Solo 6:18 6. I Just Wanna Make Love To You 9:41 7. Someone to Love 7:13 8. Boogie Mama 7:39 9. Everybody Needs Somebody To Love 7:35']",16.91,"[{'thumb': 'https://m.media-amazon.com/images/I/51RF2xP7GUL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51RF2xP7GUL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81Hn3GW+BxL._SL1500_.jpg'}]",[],FIRM  (Artist)    Format: Audio CD,[],"{'Product Dimensions': '4.88 x 5.59 x 0.51 inches; 3.67 Ounces', 'Manufacturer': 'UNICORN', 'Date First Available': 'May 29, 2020', 'Label': 'UNICORN', 'Number of discs': '2'}",B087FL753S,
Digital Music,FENCE,5.0,3,[],[],40.52,"[{'thumb': 'https://m.media-amazon.com/images/I/51VWCD472QL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51VWCD472QL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Tom Cat   Format: Audio CD,[],"{'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Date First Available': 'April 5, 2015', 'Number of discs': '1'}",B00005FQ81,
Digital Music,Cloudberry Jam,4.5,10,[],['CD ALBUM'],11.44,"[{'thumb': 'https://m.media-amazon.com/images/I/51jljZexzNL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51jljZexzNL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91QUGUV3HWL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51sdcErjILL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51sdcErjILL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/91ZVN3317TL._SL1500_.jpg'}]",[],Cloudberry Jam   Format: Audio CD,[],"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Manufacturer': 'COLUMBIA JAPAN', 'Date First Available': 'July 27, 2006', 'Label': 'COLUMBIA JAPAN', 'Number of discs': '1'}",B0000562JU,
Digital Music,A Blessing And A Curse - Exclusive Limited Edition Orange Swirl Colored Vinyl LP (Only 350 Copies Pressed Worldwide),4.8,204,[],"['A Blessing And A Curse - Exclusive Limited Edition Orange Swirl Colored Vinyl LP (Only 350 Copies Pressed Worldwide)', 'Tracklist', ""A1 Feb 14 3:40 A2 Gravity's Gone 3:33 A3 Easy On Yourself 3:28 A4 Aftermath USA 3:16 A5 Goodbye 6:09 A6 Daylight 3:35 B1 Wednesday 4:04 B2 Little Bonnie 3:56 B3 Space City 4:48 B4 A Blessing And A Curse 5:31 B5 A World Of Hurt 4:50  Playing this record is recommended on a high quality player with anti-skate features. Other things you can try to help with skipping if you can’t adjust the anti-skate: Make sure your record player is perfectly flat - use a level tool to check it If you can’t get it flat simply by placement, try putting index cards beneath the feet of the turntable to adjust.""]",94.95,"[{'thumb': 'https://m.media-amazon.com/images/I/51hCR4-rcpL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51hCR4-rcpL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61xtYuZzWZL._SL1142_.jpg'}]",[],Drive-By Truckers,[],"{'Package Dimensions': '12 x 12 x 1 inches; 1 Pounds', 'Manufacturer': 'New West Records.', 'Date First Available': 'September 24, 2020', 'Label': 'New West Records.'}",B08K1M1RCR,
